"","a1","a2","a3","a4","a5","c1","c2","c3","c4","c5","e1","e2","e3","e4","e5","n1","n2","n3","n4","n5","o1","o2","o3","o4","o5","gender","education","age","id","genderf","educationf","nmiss","retain","agreeableness","conscientiousness","extraversion","neuroticism","openness","perc_agreeableness","perc_conscientiousness","perc_extraversion","perc_neuroticism","perc_openness"
"122",2,5,4,4,4,4,5,5,5,5,5,6,3,2,2,3,4,2,5,6,2,4,4,6,4,1,4,24,61888,"male","college graduate",0,TRUE,4.4,3.6,2,4,3.6,34.5,24.2,3.8,74.3,12.1
"123",6,5,5,2,5,5,5,6,1,1,1,2,5,5,6,5,4,4,3,1,6,2,6,5,1,1,5,24,61889,"male","graduate degree",0,TRUE,3.6,5.6,5.4,3.4,5.6,12.6,92.9,88.7,58.2,88.9
"124",2,5,5,1,6,5,5,5,3,6,2,4,6,6,5,4,4,3,3,1,5,3,6,4,2,1,5,28,61890,"male","graduate degree",0,TRUE,4.4,4,5,3,4.8,34.5,37.5,76.9,47.5,57.7
"125",2,4,5,5,5,5,5,4,6,6,5,5,5,5,3,1,2,2,4,2,5,2,5,6,1,1,4,22,61891,"male","college graduate",0,TRUE,4.8,3.2,3.4,2.2,5.4,50.9,13.8,23.1,24.1,82.2
"126",2,5,5,5,2,5,5,5,2,6,5,5,3,2,2,2,3,2,5,5,5,1,6,6,1,1,5,26,61895,"male","graduate degree",0,TRUE,4.4,4.2,2.2,3.4,5.8,34.5,44.3,5,58.2,94.1
"127",2,5,6,5,6,5,4,5,3,2,2,2,4,5,5,4,4,2,2,2,4,3,5,4,2,1,5,25,61896,"male","graduate degree",0,TRUE,5.4,4.6,4.8,2.8,4.4,78.1,60.3,69.8,41.3,39.5
"128",2,5,4,4,5,5,4,5,3,5,2,3,5,4,5,2,3,3,4,2,5,2,6,6,2,1,4,23,61900,"male","college graduate",0,TRUE,4.6,4,4.6,2.8,5.4,42.2,37.5,62.8,41.3,82.2
"129",2,5,5,3,2,2,3,4,5,6,2,5,2,2,2,2,4,4,4,2,5,2,4,6,2,1,3,22,61901,"male","some college",0,TRUE,4,2.4,2.6,3.2,5,21.2,3.5,8.6,53.1,66.4
"130",4,5,4,,3,5,3,4,2,5,1,4,3,5,4,4,5,5,4,5,4,4,3,6,3,2,3,19,61907,"female","some college",1,TRUE,4,3.8,4.2,4.6,4,21.2,30.7,48.9,87.5,23.7
"131",2,4,4,4,4,4,4,4,4,5,4,3,4,6,5,4,5,3,5,4,4,2,4,6,3,2,4,25,61908,"female","college graduate",0,TRUE,4.2,3.4,4.4,4.2,4.6,27.6,18.6,55.8,79.4,48.5
"132",3,5,4,5,4,4,4,5,3,5,2,4,5,5,4,5,5,5,5,5,6,3,4,5,2,1,3,25,61909,"male","some college",0,TRUE,4.4,3.8,4.4,5,4.8,34.5,30.7,55.8,92.6,57.7
"133",4,3,3,3,3,6,5,5,2,3,5,,3,2,3,3,3,3,4,4,5,1,5,6,6,1,5,27,61911,"male","graduate degree",1,TRUE,3,5,2.8,3.4,4.6,5.7,75.8,11.6,58.2,48.5
"134",2,4,3,3,3,4,4,4,3,6,2,5,3,2,5,4,6,4,4,5,3,5,3,5,3,2,3,20,61913,"female","some college",0,TRUE,3.6,3.4,3.4,4.6,3.4,12.6,18.6,23.1,87.5,8
"135",1,6,6,6,6,6,6,3,6,5,6,5,5,6,6,6,6,4,5,6,5,6,6,6,2,2,3,25,61915,"female","some college",0,TRUE,6,3.6,4,5.4,4.6,97.6,24.2,41.9,96.4,48.5
"136",1,6,6,5,6,6,1,3,4,5,3,4,4,6,3,5,5,2,5,2,4,4,6,6,1,2,3,49,61918,"female","some college",0,TRUE,5.8,3,4,3.8,5,92.2,9.9,41.9,69.1,66.4
"137",1,6,6,4,6,1,1,3,1,1,1,1,6,6,6,4,4,1,,2,4,1,6,2,2,2,3,26,61921,"female","some college",1,TRUE,5.6,3.4,6,2.8,4.6,86,18.6,98.8,41.3,48.5
"138",1,6,5,6,5,6,6,4,1,1,1,2,5,4,5,4,6,2,1,2,6,1,6,5,3,2,3,25,61922,"female","some college",0,TRUE,5.6,5.6,5,3,5.4,86,92.9,76.9,47.5,82.2
"139",1,6,5,6,5,5,5,4,1,4,2,3,6,6,5,4,4,5,4,5,5,2,5,6,4,2,3,25,61923,"female","some college",0,TRUE,5.6,4.6,5.2,4.4,4.8,86,60.3,83.3,83.8,57.7
"140",3,6,6,4,6,2,3,2,5,5,1,1,6,6,6,4,4,4,3,3,6,3,4,5,2,1,,18,61925,"male",,2,TRUE,5.2,2.2,6,3.6,4.8,69.3,2.3,98.8,63.6,57.7
"141",2,3,1,3,1,3,3,3,2,6,6,6,1,1,3,5,4,3,6,4,2,2,1,5,3,1,3,21,61926,"male","some college",0,TRUE,2.6,3,1.4,4.4,3.4,2.9,9.9,1.1,83.8,8
"142",2,4,5,5,5,4,4,6,4,2,1,2,4,6,5,6,6,4,4,6,4,4,3,4,5,2,3,22,61928,"female","some college",0,TRUE,4.8,4.4,5.2,5.2,3.2,50.9,52.1,83.3,94.6,4.9
"143",2,5,3,5,1,6,5,4,2,2,1,1,5,6,2,3,5,4,4,5,4,2,5,4,3,2,3,37,61932,"female","some college",0,TRUE,3.8,5,5,4.2,4.4,16,75.8,76.9,79.4,39.5
"144",1,6,5,6,6,3,2,4,2,3,3,2,5,5,3,2,2,2,2,1,4,4,4,5,3,2,3,20,61935,"female","some college",0,TRUE,5.8,3.6,4.4,1.8,4,92.2,24.2,55.8,13.8,23.7
"145",5,4,4,5,6,3,5,3,3,6,4,4,6,5,5,2,5,2,1,2,6,2,5,5,2,2,1,22,61936,"female","HS",0,TRUE,4.2,3.2,4.4,2.4,5.2,27.6,13.8,55.8,29.6,74.6
"146",2,5,4,3,3,6,4,4,2,4,6,4,3,3,4,1,1,1,4,3,6,1,4,6,1,2,5,41,61939,"female","graduate degree",0,TRUE,4,4.4,2.8,2,5.6,21.2,52.1,11.6,18.8,88.9
"147",1,6,6,3,6,6,6,6,1,5,1,4,5,5,6,3,6,4,4,6,5,1,4,6,1,2,5,22,61944,"female","graduate degree",0,TRUE,5.4,5.2,5,4.6,5.4,78.1,82.5,76.9,87.5,82.2
"148",2,6,4,5,4,4,4,5,3,5,3,3,4,4,4,3,3,3,4,3,4,4,5,5,2,1,5,24,61945,"male","graduate degree",0,TRUE,4.8,3.8,4,3.2,4.4,50.9,30.7,41.9,53.1,39.5
"149",2,6,3,5,2,4,4,6,4,5,2,1,5,4,6,1,1,1,1,1,6,2,5,2,1,2,4,23,61949,"female","college graduate",0,TRUE,4.2,3.8,5.2,1,4.8,27.6,30.7,83.3,1.5,57.7
"150",1,5,5,6,5,5,5,5,2,2,2,2,1,5,3,5,2,4,4,2,5,2,5,5,1,1,4,32,61952,"male","college graduate",0,TRUE,5.4,5,3.8,3.4,5.2,78.1,75.8,34.9,58.2,74.6
"151",1,5,5,3,3,5,2,2,5,6,2,3,2,3,4,5,5,5,3,2,5,2,5,6,2,1,5,43,61953,"male","graduate degree",0,TRUE,4.4,2.4,3.6,4,5.2,34.5,3.5,28.5,74.3,74.6
"152",1,6,6,5,6,6,5,3,1,1,1,2,5,5,5,1,1,1,2,4,6,1,6,6,1,2,4,30,61954,"female","college graduate",0,TRUE,5.8,5.2,5.2,1.8,6,92.2,82.5,83.3,13.8,98.1
"153",2,5,5,6,5,4,4,2,5,4,4,3,5,5,4,3,4,2,1,1,6,5,4,6,2,2,2,50,61957,"female","finished HS",0,TRUE,5.2,3,4.2,2.2,4.6,69.3,9.9,48.9,24.1,48.5
"154",4,4,3,1,4,5,4,4,1,1,1,1,4,6,6,3,4,2,2,1,4,1,6,4,2,1,1,18,61958,"male","HS",0,TRUE,3,5,5.6,2.4,5,5.7,75.8,93,29.6,66.4
"155",2,6,5,5,3,5,5,6,2,1,2,5,3,4,5,1,3,2,1,3,6,2,4,6,5,2,3,16,61965,"female","some college",0,TRUE,4.8,5.4,3.8,2,4.6,50.9,88.2,34.9,18.8,48.5
"156",3,5,6,5,5,4,5,4,2,4,2,2,5,5,5,3,3,5,4,3,5,2,6,5,3,2,5,34,61967,"female","graduate degree",0,TRUE,5,4.2,5,3.6,5,60.3,44.3,76.9,63.6,66.4
"157",1,6,6,6,5,5,3,4,4,4,1,2,5,6,5,2,2,2,2,3,5,4,5,5,2,2,2,18,61968,"female","finished HS",0,TRUE,5.8,3.6,5.4,2.2,4.6,92.2,24.2,88.7,24.1,48.5
"158",2,5,5,5,4,3,1,4,4,5,5,5,5,3,5,2,4,5,4,5,5,4,5,5,1,2,5,24,61969,"female","graduate degree",0,TRUE,4.8,2.6,3.4,4,4.8,50.9,5.1,23.1,74.3,57.7
"159",2,4,4,1,3,3,5,4,4,5,4,4,4,5,2,1,2,1,4,4,5,1,6,6,1,1,2,18,61971,"male","finished HS",0,TRUE,3.4,3.4,3.4,2.4,5.8,9.7,18.6,23.1,29.6,94.1
"160",2,4,5,5,4,5,6,5,2,1,3,4,4,2,6,6,6,2,3,4,5,5,4,5,5,2,3,22,61972,"female","some college",0,TRUE,4.6,5.4,3.8,4.2,3.6,42.2,88.2,34.9,79.4,12.1
"161",1,5,5,6,5,5,4,5,1,1,4,2,4,4,4,3,4,2,,1,5,1,4,4,4,2,2,36,61973,"female","finished HS",1,TRUE,5.4,5.2,4,2.6,4.4,78.1,82.5,41.9,35.3,39.5
"162",1,6,6,2,5,5,3,2,3,4,2,2,3,5,5,2,4,2,3,5,4,2,4,6,2,2,3,19,61974,"female","some college",0,TRUE,5,3.4,4.6,3.2,4.8,60.3,18.6,62.8,53.1,57.7
"163",2,6,4,5,4,2,3,2,4,5,2,3,4,5,4,4,3,2,4,2,5,5,4,4,2,1,3,20,61975,"male","some college",0,TRUE,4.8,2.4,4.4,3,4,50.9,3.5,55.8,47.5,23.7
"164",1,5,2,3,4,2,5,6,5,2,5,2,1,3,4,1,2,4,1,1,5,6,2,2,6,1,3,24,61976,"male","some college",0,TRUE,4,4,3,1.8,2.2,21.2,37.5,15.1,13.8,0.3
"165",1,6,6,6,6,5,5,5,2,2,2,2,5,6,4,2,2,4,3,4,5,6,5,6,4,2,3,20,61978,"female","some college",0,TRUE,6,5,5,3,4,97.6,75.8,76.9,47.5,23.7
"166",2,4,5,5,5,1,1,3,4,5,1,2,5,5,2,1,2,1,2,1,6,1,5,5,6,1,5,34,61979,"male","graduate degree",0,TRUE,4.8,2,4.6,1.4,4.6,50.9,1.5,62.8,6.4,48.5
"167",2,4,5,6,5,4,6,4,1,2,1,1,6,6,5,1,1,2,2,1,5,1,5,5,2,1,3,21,61983,"male","some college",0,TRUE,5,5,5.8,1.4,5.2,60.3,75.8,96.2,6.4,74.6
"168",2,6,5,4,4,4,2,4,5,5,2,,4,3,5,4,4,2,4,1,6,4,5,5,2,1,3,19,61986,"male","some college",1,TRUE,4.8,2.8,4.2,3,4.8,50.9,7.1,48.9,47.5,57.7
"169",1,5,5,5,5,5,6,4,2,2,4,1,5,4,6,4,5,5,4,2,5,1,5,6,1,2,2,18,61987,"female","finished HS",0,TRUE,5.2,5,4.8,4,5.6,69.3,75.8,69.8,74.3,88.9
"170",1,6,6,1,3,6,6,5,1,4,5,6,1,4,1,6,6,6,5,6,5,1,2,5,1,2,,25,61989,"female",,2,TRUE,4.4,5.2,1.8,5.8,4.8,34.5,82.5,2.7,98.5,57.7
"171",3,4,4,3,4,3,3,5,3,6,2,5,5,3,4,5,4,2,2,4,5,4,4,4,5,2,5,27,61990,"female","graduate degree",0,TRUE,3.8,3.2,3.8,3.4,3.6,16,13.8,34.9,58.2,12.1
"172",4,4,5,6,4,5,6,6,4,2,2,2,5,5,5,4,2,4,5,4,4,2,5,3,3,1,5,33,61992,"male","graduate degree",0,TRUE,4.4,5,5,3.8,4.2,34.5,75.8,76.9,69.1,31.3
"173",1,5,5,5,5,4,4,4,4,5,2,2,5,5,5,3,3,3,3,4,6,2,5,4,5,1,3,20,61993,"male","some college",0,TRUE,5.2,3.4,5,3.2,4.4,69.3,18.6,76.9,53.1,39.5
"174",2,6,5,5,4,5,4,5,3,4,4,6,5,6,6,3,3,2,2,2,5,6,6,5,1,2,3,19,61994,"female","some college",0,TRUE,5,4.2,4.2,2.4,4.6,60.3,44.3,48.9,29.6,48.5
"175",2,6,6,6,5,5,5,5,2,1,2,1,5,5,6,1,2,2,2,3,5,1,6,6,3,2,,16,61999,"female",,2,TRUE,5.6,5.2,5.4,2,5.4,86,82.5,88.7,18.8,82.2
"176",1,2,2,4,3,6,4,6,5,6,4,5,1,6,3,4,6,6,4,5,3,4,3,6,4,2,3,18,62001,"female","some college",0,TRUE,3.4,3.8,3,5,3.6,9.7,30.7,15.1,92.6,12.1
"177",1,6,5,6,6,4,5,3,3,4,6,3,4,5,5,1,2,2,2,3,6,1,5,6,1,2,4,35,62003,"female","college graduate",0,TRUE,5.8,3.8,3.8,2,5.8,92.2,30.7,34.9,18.8,94.1
"178",6,5,6,6,5,6,6,6,1,3,6,6,4,4,5,4,5,4,4,4,6,1,3,6,3,2,3,23,62004,"female","some college",0,TRUE,4.6,5.6,3,4.2,5,42.2,92.9,15.1,79.4,66.4
"179",4,3,4,3,4,4,3,5,4,4,2,4,4,3,4,5,5,3,2,3,5,4,4,4,4,2,5,27,62005,"female","graduate degree",0,TRUE,3.4,3.6,3.8,3.6,3.8,9.7,24.2,34.9,63.6,17.3
"180",3,4,2,2,3,3,2,2,4,1,2,2,5,4,5,2,3,1,1,1,6,3,6,5,1,1,3,18,62007,"male","some college",0,TRUE,3,3.2,4.8,1.6,5.4,5.7,13.8,69.8,9.8,82.2
"181",4,3,4,3,3,5,2,4,4,5,3,5,4,1,4,5,5,5,4,4,6,1,6,6,1,1,2,31,62009,"male","finished HS",0,TRUE,3.2,3.2,3,4.6,6,7.4,13.8,15.1,87.5,98.1
"182",1,6,5,6,6,5,4,5,2,4,3,4,5,6,4,2,3,2,1,1,5,5,3,5,3,2,,17,62011,"female",,2,TRUE,5.8,4.4,4.4,1.8,3.8,92.2,52.1,55.8,13.8,17.3
"183",3,5,4,4,4,3,3,4,4,4,5,4,3,2,4,2,3,2,3,2,5,4,4,3,4,1,1,53,62013,"male","HS",0,TRUE,4.2,3.2,2.8,2.4,3.6,27.6,13.8,11.6,29.6,12.1
"184",4,2,2,3,3,4,3,3,4,5,4,5,2,2,5,5,4,4,5,4,5,2,5,6,2,1,5,29,62014,"male","graduate degree",0,TRUE,2.6,3,2.8,4.4,5.2,2.9,9.9,11.6,83.8,74.6
"185",3,4,4,3,3,5,5,4,3,2,3,4,4,2,3,4,4,5,4,4,6,1,6,6,1,1,2,19,62015,"male","finished HS",0,TRUE,3.6,4.6,3.2,4.2,6,12.6,60.3,18.9,79.4,98.1
"186",1,6,5,6,3,3,5,1,1,6,1,3,3,3,6,6,6,6,2,6,3,6,1,1,6,2,1,29,62022,"female","HS",0,TRUE,5.2,3.2,4.4,5.2,1.4,69.3,13.8,55.8,94.6,0.1
"187",1,5,5,4,5,4,4,4,4,4,4,1,5,5,4,1,2,1,1,2,6,4,6,6,1,1,5,41,62023,"male","graduate degree",0,TRUE,5,3.6,4.6,1.4,5.4,60.3,24.2,62.8,6.4,82.2
"188",2,2,1,6,3,6,6,6,1,1,2,2,5,6,6,1,3,1,1,1,6,1,6,6,2,2,5,31,62024,"female","graduate degree",0,TRUE,3.4,6,5.4,1.4,5.8,9.7,98.9,88.7,6.4,94.1
"189",2,4,4,5,5,5,5,5,1,2,6,5,2,5,5,5,5,5,6,3,2,2,3,5,2,2,3,45,62025,"female","some college",0,TRUE,4.6,5.2,3,4.8,4,42.2,82.5,15.1,90.3,23.7
"190",1,6,6,2,5,5,5,5,1,2,2,2,6,6,6,6,6,4,2,4,6,1,5,5,1,2,2,47,62026,"female","finished HS",0,TRUE,5,5.2,5.6,4.4,5.6,60.3,82.5,93,83.8,88.9
"191",2,3,4,4,4,3,1,1,3,2,3,3,3,3,4,2,3,2,3,2,6,2,4,5,2,1,4,27,62029,"male","college graduate",0,TRUE,4,2.8,3.6,2.4,5,21.2,7.1,28.5,29.6,66.4
"192",1,6,4,3,6,4,4,5,2,5,2,5,4,5,6,4,5,5,2,6,5,2,6,6,1,2,2,24,62031,"female","finished HS",0,TRUE,5,4,4.4,4.4,5.6,60.3,37.5,55.8,83.8,88.9
"193",2,3,4,5,3,4,5,4,2,5,5,3,3,4,4,2,2,4,4,3,4,3,4,5,3,1,4,20,62032,"male","college graduate",0,TRUE,4,4,3.4,3,4.2,21.2,37.5,23.1,47.5,31.3
"194",5,4,3,5,4,4,4,4,4,5,1,5,5,6,4,1,1,1,4,5,5,4,4,4,5,1,2,23,62033,"male","finished HS",0,TRUE,3.6,3.4,4.6,2.4,3.6,12.6,18.6,62.8,29.6,12.1
"195",1,5,4,4,4,5,5,5,2,4,3,4,2,4,4,4,4,4,3,4,4,2,3,5,2,1,5,28,62034,"male","graduate degree",0,TRUE,4.6,4.6,3.4,3.8,4.4,42.2,60.3,23.1,69.1,39.5
"196",1,6,6,5,3,1,3,2,2,5,6,6,5,1,2,6,4,6,6,3,3,1,3,3,4,2,,16,62038,"female",,2,TRUE,5.2,2.6,2,5,3.6,69.3,5.1,3.8,92.6,12.1
"197",2,5,6,3,5,5,3,3,3,4,1,2,6,5,6,5,4,1,2,2,4,4,5,4,2,1,1,18,62039,"male","HS",0,TRUE,4.8,3.6,5.6,2.8,4.2,50.9,24.2,93,41.3,31.3
"198",2,4,5,6,5,2,4,4,3,2,4,4,3,5,2,2,4,3,2,3,3,1,3,5,3,2,,16,62041,"female",,2,TRUE,5,3.8,3.2,2.8,4.2,60.3,30.7,18.9,41.3,31.3
"199",2,6,5,5,5,2,4,3,4,6,1,3,5,6,6,1,1,2,1,1,6,3,4,5,3,1,,17,62042,"male",,2,TRUE,5.2,2.6,5.4,1.2,4.6,69.3,5.1,88.7,3.8,48.5
"200",1,5,6,4,5,3,2,5,2,1,1,1,2,5,4,1,2,2,2,4,5,1,5,5,1,2,1,18,62043,"female","HS",0,TRUE,5.2,4.2,4.6,2.2,5.4,69.3,44.3,62.8,24.1,82.2
"201",2,5,5,5,5,5,6,5,1,2,2,3,3,5,4,1,3,1,2,5,4,3,4,5,5,1,,16,62044,"male",,2,TRUE,5,5.4,4.2,2.4,3.8,60.3,88.2,48.9,29.6,17.3
"202",1,5,2,2,2,2,2,6,2,3,5,6,4,1,5,3,5,5,5,4,2,5,4,6,1,2,,16,62047,"female",,2,TRUE,3.4,3.8,2.6,4.4,4,9.7,30.7,8.6,83.8,23.7
"203",3,3,5,5,5,4,4,4,3,4,3,2,3,5,4,3,5,3,3,4,4,4,3,2,3,2,1,18,62048,"female","HS",0,TRUE,4.4,3.8,4.2,3.6,3.2,34.5,30.7,48.9,63.6,4.9
"204",2,4,5,6,5,5,6,4,1,2,2,1,4,6,5,1,2,1,1,1,5,3,4,3,2,1,,17,62051,"male",,2,TRUE,5,5.2,5.2,1.2,4.2,60.3,82.5,83.3,3.8,31.3
"205",1,6,5,5,5,5,4,4,3,4,3,2,4,5,4,1,2,4,2,1,6,2,4,5,3,1,,17,62052,"male",,2,TRUE,5.4,4,4.4,2,4.8,78.1,37.5,55.8,18.8,57.7
"206",2,6,4,6,2,4,5,5,1,1,6,4,5,4,6,1,2,1,5,4,5,2,1,5,1,1,,16,62054,"male",,2,TRUE,4.6,5.2,3.8,2.6,4.4,42.2,82.5,34.9,35.3,39.5
"207",2,5,5,6,4,2,4,2,2,4,5,4,3,3,5,4,4,4,3,2,3,2,3,4,3,2,1,18,62055,"female","HS",0,TRUE,5,3.2,3.2,3.4,3.8,60.3,13.8,18.9,58.2,17.3
"208",1,4,,6,6,6,4,4,1,1,6,6,6,1,6,1,1,1,1,1,6,1,4,6,1,2,5,50,62056,"female","graduate degree",1,TRUE,5.4,5.2,3,1,5.6,78.1,82.5,15.1,1.5,88.9
"209",1,5,6,5,5,3,3,3,4,4,1,1,5,5,5,3,4,4,2,3,4,3,5,4,3,2,4,25,62059,"female","college graduate",0,TRUE,5.4,3,5.4,3.2,4.2,78.1,9.9,88.7,53.1,31.3
"210",2,3,2,1,4,1,2,2,1,5,1,5,2,4,5,1,5,1,2,1,4,1,2,5,1,1,5,48,62060,"male","graduate degree",0,TRUE,3,2.6,3.8,2,4.6,5.7,5.1,34.9,18.8,48.5
"211",2,5,5,5,5,6,2,5,2,2,2,2,4,6,5,2,2,2,1,2,5,1,5,6,1,2,4,27,62063,"female","college graduate",0,TRUE,5,4.6,5,1.8,5.6,60.3,60.3,76.9,13.8,88.9
"212",1,6,5,6,6,4,5,4,5,6,3,4,6,5,5,5,5,6,2,,6,1,1,5,2,2,3,22,62064,"female","some college",1,TRUE,5.8,3.2,4.6,4.2,4.6,92.2,13.8,62.8,79.4,48.5
"213",5,4,4,4,5,5,4,,4,4,4,4,4,5,3,2,2,2,2,1,5,3,4,5,4,1,3,20,62067,"male","some college",1,TRUE,3.8,4,3.6,1.8,4.2,16,37.5,28.5,13.8,31.3
"214",3,4,3,3,3,3,3,3,4,6,5,5,2,2,4,6,6,6,6,3,3,4,2,4,4,2,,17,62070,"female",,2,TRUE,3.4,2.6,2.4,5.4,3,9.7,5.1,6.4,96.4,2.8
"215",1,6,6,4,6,5,5,5,1,3,3,1,6,2,,2,2,1,1,2,6,1,6,6,1,2,5,59,62073,"female","graduate degree",1,TRUE,5.6,5,4.6,1.6,6,86,75.8,62.8,9.8,98.1
"216",2,4,4,1,4,5,4,4,2,2,4,5,3,3,5,4,5,1,2,3,5,1,5,6,2,2,1,17,62075,"female","HS",0,TRUE,3.6,4.6,3.2,3,5.4,12.6,60.3,18.9,47.5,82.2
"217",1,6,6,6,6,6,5,4,1,2,1,1,5,6,6,3,4,3,2,2,6,6,5,5,1,2,3,32,62077,"female","some college",0,TRUE,6,5.2,5.8,2.8,4.6,97.6,82.5,96.2,41.3,48.5
"218",2,4,4,4,3,5,1,3,2,1,1,1,3,6,5,5,6,6,1,1,4,3,5,2,3,1,3,22,62079,"male","some college",0,TRUE,4,4,5.2,3.8,3.8,21.2,37.5,83.3,69.1,17.3
"219",5,5,4,5,4,6,6,6,1,6,2,2,4,5,5,1,1,4,3,4,6,4,4,5,2,1,3,21,62082,"male","some college",0,TRUE,4,5,4.8,2.6,4.6,21.2,75.8,69.8,35.3,48.5
"220",5,3,1,2,3,6,2,2,4,5,5,4,3,4,2,1,4,4,4,2,6,2,6,5,2,1,5,29,62084,"male","graduate degree",0,TRUE,2.2,3,2.8,3,5.4,1.3,9.9,11.6,47.5,82.2
"221",2,5,5,5,4,5,5,5,4,3,2,4,5,5,4,3,4,4,3,4,,5,3,4,3,1,1,18,62090,"male","HS",1,TRUE,4.8,4.4,4.4,3.6,3.6,50.9,52.1,55.8,63.6,12.1
"222",1,5,,5,6,6,6,1,1,1,6,1,1,5,1,1,1,1,6,1,6,6,6,1,1,2,3,40,62092,"female","some college",1,TRUE,5.4,5,2.8,2,4,78.1,75.8,11.6,18.8,23.7
"223",1,5,5,6,6,5,5,5,3,3,1,1,5,5,5,1,1,1,1,2,5,2,5,5,5,2,5,48,62094,"female","graduate degree",0,TRUE,5.6,4.6,5.4,1.2,4.4,86,60.3,88.7,3.8,39.5
"224",1,5,6,6,4,5,3,4,3,5,2,2,3,6,4,2,2,2,2,4,5,1,5,5,3,2,4,39,62099,"female","college graduate",0,TRUE,5.4,3.6,4.6,2.4,5,78.1,24.2,62.8,29.6,66.4
"225",1,5,6,5,6,2,5,5,2,2,1,3,4,6,6,3,5,2,2,3,5,1,5,6,1,2,4,50,62101,"female","college graduate",0,TRUE,5.6,4.4,5.2,3,5.6,86,52.1,83.3,47.5,88.9
"226",1,6,6,6,4,1,5,6,3,2,4,2,6,4,2,2,5,5,4,4,5,5,5,6,1,2,5,26,62102,"female","graduate degree",0,TRUE,5.6,4.2,4,4,4.8,86,44.3,41.9,74.3,57.7
"227",3,5,5,3,4,4,3,4,3,3,3,4,3,4,3,3,4,3,3,3,3,2,4,4,3,2,2,21,62103,"female","finished HS",0,TRUE,4.2,3.8,3.4,3.2,4,27.6,30.7,23.1,53.1,23.7
"228",2,5,4,3,2,6,5,6,2,4,2,4,2,2,5,4,5,2,2,1,5,1,,5,1,1,4,55,62105,"male","college graduate",1,TRUE,3.8,5,3.4,2.8,5.4,16,75.8,23.1,41.3,82.2
"229",1,5,6,5,5,5,3,4,1,5,2,2,4,5,5,2,2,2,2,1,5,3,4,5,2,2,5,37,62106,"female","graduate degree",0,TRUE,5.4,4,4.8,1.8,4.6,78.1,37.5,69.8,13.8,48.5
"230",2,6,6,5,5,5,5,4,2,1,2,3,5,4,6,2,3,2,2,1,6,1,5,6,2,2,5,38,62107,"female","graduate degree",0,TRUE,5.4,5,4.8,2,5.6,78.1,75.8,69.8,18.8,88.9
"231",5,4,5,6,4,1,4,6,2,2,3,3,5,4,5,2,2,1,3,2,5,6,4,6,3,1,3,19,62111,"male","some college",0,TRUE,4.2,4.2,4.4,2,4,27.6,44.3,55.8,18.8,23.7
"232",2,6,4,3,5,5,3,3,2,4,4,4,3,3,3,2,3,2,2,4,6,4,4,6,3,2,,17,62115,"female",,2,TRUE,4.6,3.8,3,2.6,4.6,42.2,30.7,15.1,35.3,48.5
"233",5,4,5,6,2,5,6,4,1,1,1,1,3,6,3,2,4,2,3,1,6,2,6,3,2,2,3,20,62118,"female","some college",0,TRUE,3.8,5.4,4.8,2.4,5,16,88.2,69.8,29.6,66.4
"234",3,5,2,4,5,5,4,6,3,3,3,5,2,3,2,1,3,3,2,4,5,2,5,5,2,2,5,34,62119,"female","graduate degree",0,TRUE,4,4.6,2.6,2.6,5,21.2,60.3,8.6,35.3,66.4
"235",3,6,5,6,6,6,5,5,1,1,1,2,4,6,6,2,2,1,2,3,5,2,4,6,1,2,3,38,62120,"female","some college",0,TRUE,5.4,5.6,5.4,2,5.2,78.1,92.9,88.7,18.8,74.6
"236",2,5,4,4,4,3,3,4,5,4,2,2,4,4,4,5,5,4,4,4,3,5,4,3,4,2,3,18,62121,"female","some college",0,TRUE,4.4,3,4.4,4.4,3,34.5,9.9,55.8,83.8,2.8
"237",1,,4,6,5,5,5,2,3,3,2,2,4,2,4,2,3,3,4,3,4,3,5,6,2,2,5,32,62124,"female","graduate degree",1,TRUE,5.2,4,4,3,4.8,69.3,37.5,41.9,47.5,57.7
"238",1,6,6,6,5,4,3,4,5,6,2,2,4,5,3,1,2,4,4,4,4,3,5,5,3,1,3,19,62128,"male","some college",0,TRUE,5.8,2.8,4.4,3,4.4,92.2,7.1,55.8,47.5,39.5
"239",3,4,4,6,3,5,5,5,2,4,6,4,3,3,4,1,3,2,2,1,6,2,3,5,2,1,3,19,62130,"male","some college",0,TRUE,4.2,4.6,2.8,1.8,4.8,27.6,60.3,11.6,13.8,57.7
"240",3,5,6,5,6,5,6,5,2,1,3,1,4,6,5,3,5,3,3,1,4,1,4,4,3,1,3,21,62132,"male","some college",0,TRUE,5.2,5.4,5,3,4.4,69.3,88.2,76.9,47.5,39.5
"241",1,5,,6,5,5,5,6,1,1,1,2,4,6,6,4,4,3,2,2,6,1,5,6,2,2,3,22,62133,"female","some college",1,TRUE,5.4,5.6,5.4,3,5.6,78.1,92.9,88.7,47.5,88.9
"242",2,4,4,6,3,4,5,4,2,4,6,4,2,3,4,1,1,1,1,1,6,2,,5,2,1,3,19,62136,"male","some college",1,TRUE,4.4,4.2,2.6,1,5.2,34.5,44.3,8.6,1.5,74.6
"243",4,5,5,5,5,5,4,5,2,4,2,2,4,5,5,2,3,2,1,1,5,4,4,4,1,2,5,41,62137,"female","graduate degree",0,TRUE,4.6,4.4,4.8,1.8,4.4,42.2,52.1,69.8,13.8,39.5
